fdc_id,food_name,food_group,calcium_mg,carbohydrate_g,cholesterol_mg,choline_mg,copper_mg,energy_kcal,saturated_fat_g,trans_fat_g,fiber_g,fluoride_mg,folate_mg,iron_mg,magnesium_mg,manganese_mg,vitamin_b3_niacin_mg,vitamin_b5_pantothenic_acid_mg,phosphorus_mg,potassium_mg,protein_g,vitamin_b2_riboflavin_mg,selenium_mg,sodium_mg,sugar_g,vitamin_b1_thiamin_mg,fat_g,vitamin_a_rae_mg,vitamin_b12_mg,vitamin_b6_mg,vitamin_c_mg,vitamin_d_mg,vitamin_e_mg,vitamin_k_mg,water_g,zinc_mg,consumption_label,cuisine_label,suitable_for_cvd_cholesterol,food_name_original
167675,General Tso's Chicken,Restaurant Foods,12.0,23.99,53.0,41.5,0.046,295.0,2.76,0.09,0.9,0.0,0.015,1.16,18.0,0.075,2.853,0.617,127.0,201.0,12.9,0.118,0.0144,435.0,11.6,0.027,16.36,0.011,0.00022,0.202,1.6,0.0002,1.21,0.0382,45.15,1.3,Main Course,Asian,True,"Restaurant, Chinese, general tso's chicken"
167676,Kung Pao Chicken,Restaurant Foods,20.0,6.87,26.0,37.4,0.073,129.0,1.352,0.034,1.5,0.0,0.016,0.76,24.0,0.256,2.757,0.5,94.0,218.0,9.76,0.055,0.0081,402.0,3.03,0.032,6.98,0.065,0.00011,0.243,7.1,0.0,1.02,0.0136,74.78,0.74,Main Course,Asian,True,"Restaurant, Chinese, kung pao chicken"
167677,Vegetable Lo Mein,Restaurant Foods,21.0,20.16,0.0,8.9,0.064,121.0,0.464,0.008,1.3,0.0,0.028,1.07,14.0,0.24,0.81,0.27,45.0,105.0,4.77,0.124,0.0117,430.0,2.63,0.047,2.35,0.009,0.0,0.068,1.7,0.0001,0.3,0.0127,71.33,0.36,Main Course,Western,True,"Restaurant, Chinese, vegetable lo mein, without meat"
167678,Chinese Chicken and Vegetables,Restaurant Foods,20.0,5.38,21.0,41.8,0.044,95.0,0.77,0.014,0.9,0.0,0.04,0.56,15.0,0.126,1.69,0.44,73.0,185.0,8.18,0.12,0.0081,413.0,2.93,0.03,4.56,0.056,7.000000000000001e-05,0.232,8.1,0.0,0.77,0.0547,80.24,0.43,Main Course,Asian,True,"Restaurant, Chinese, chicken and vegetables"
167679,Orange Chicken,Restaurant Foods,14.0,22.46,61.0,66.1,0.042,262.0,2.422,0.053,0.8,0.0,0.01,0.94,20.0,0.087,3.59,1.0,130.0,209.0,14.46,0.22,0.0171,553.0,13.6,0.043,12.68,0.075,0.0002,0.23,0.9,0.0001,1.07,0.0243999999999999,48.43,1.13,Main Course,Asian,True,"Restaurant, Chinese, orange chicken"
167680,Spaghetti with Meat Sauce,Restaurant Foods,17.0,16.4,9.0,15.6,0.097,121.0,1.062,0.066,1.6,0.0,0.0,0.97,17.0,0.212,1.643,0.247,59.0,172.0,5.79,0.147,0.0131,230.0,1.82,0.09,3.59,0.012,0.00017,0.109,0.7,0.0,0.63,0.0042,73.16,0.69,Main Course,Western,True,"Restaurant, Italian, spaghetti with meat sauce"
167684,Reduced Calorie Creamy Dressing,Fats and Oils,6.0,7.0,0.0,16.0,0.0,160.0,2.115,0.0,0.0,0.0,0.006,0.13,2.0,0.0,0.02,0.0,7.0,36.0,1.5,0.01,0.0016,833.0,5.65,0.01,14.0,0.011,7.000000000000001e-05,0.03,0.4,0.0,2.45,0.0035,74.0,0.04,Side Dish,Western,True,"Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie"
167686,Chocolate Milk Dessert,Sweets,154.0,37.7,0.0,0.9,0.008,167.0,0.597,0.0,0.0,0.0,0.006,0.04,45.0,0.0,0.1,0.0,123.0,333.0,4.3,0.26,0.0026,97.0,37.7,0.05,1.0,0.002,0.00055,0.04,0.7,0.0,0.0,0.0,56.0,0.47,Snack,Western,True,"Milk dessert, frozen, milk-fat free, chocolate"
167687,Low Fat Whipped Topping,Dairy and Egg Products,71.0,23.6,2.0,0.0,0.01,224.0,11.273,0.0,0.0,0.0,0.003,0.1,7.0,0.0,0.1,0.0,74.0,101.0,3.0,0.09,0.0024,72.0,23.6,0.02,13.1,0.004,0.0002,0.02,0.0,0.0,0.5,0.0032,59.7,0.1,Snack,Western,True,"Whipped topping, frozen, low fat"
167689,Peanut Butter M&M's,Sweets,88.0,56.89,7.0,37.5,0.452,529.0,18.485,0.21,4.0,0.0,0.045,1.06,81.0,0.963,4.329,0.603,191.0,330.0,10.16,0.074,0.0028,213.0,47.15,0.152,29.32,0.028,0.00019,0.095,0.5,0.0,1.26,0.0059,2.0,1.49,Snack,Western,True,"Candies, MARS SNACKFOOD US, M&M's Peanut Butter Chocolate Candies"
167692,Light Blue Cheese Dressing,Fats and Oils,68.0,13.2,10.0,17.0,0.013,86.0,0.628,0.0,0.0,0.0,0.028,0.14,4.0,0.0,0.04,0.0,47.0,51.0,2.1,0.04,0.0016,939.0,3.6,0.01,2.7,0.067,0.00011,0.02,0.0,0.0,0.9,0.091,77.8,0.3,Side Dish,Western,True,"Salad dressing, blue or roquefort cheese dressing, light"
167693,Reduced Calorie French Dressing,Fats and Oils,11.0,27.0,0.0,4.6,0.01,227.0,1.872,0.0,0.0,0.0,0.002,0.4,9.0,0.071,0.0,0.026,14.0,79.0,0.4,0.0,0.0016,804.0,25.92,0.0,13.0,0.01,0.0,0.0,0.0,0.0,2.86,0.0048,59.0,0.18,Side Dish,Western,True,"Salad dressing, french dressing, reduced calorie"
167695,Tofu Mayonnaise,Fats and Oils,53.0,3.06,0.0,26.2,0.09,322.0,2.921,0.153,1.1,0.0004,0.008,0.27,52.0,0.399,0.09,0.124,49.0,66.0,5.95,0.04,0.0016,773.0,0.85,0.05,31.79,0.002,0.0,0.02,0.0,0.0,2.4,0.0534,56.33,0.4,Side Dish,Asian,True,"Mayonnaise, made with tofu"
167697,Cultured Buttermilk,Dairy and Egg Products,143.0,5.3,8.0,16.0,0.008,56.0,1.242,0.0,0.0,0.0,0.006,0.06,13.0,0.0,0.1,0.0,82.0,180.0,4.1,0.21,0.0023,105.0,5.3,0.05,2.0,0.016,0.00037,0.03,1.5,0.0,0.11,0.0001,87.7,0.24,Side Dish,Western,True,"Milk, buttermilk, fluid, cultured, reduced fat"
167699,Fat-Free Blue Cheese Dressing,Fats and Oils,51.0,25.6,2.0,16.4,0.015,115.0,0.45,0.096,1.8,0.0,0.002,0.12,15.0,0.01,0.111,0.437,107.0,194.0,1.52,0.166,0.0016,814.0,7.44,0.04,1.01,0.005,0.00026,0.045,0.5,0.0,0.04,0.0001,68.0,0.21,Side Dish,Western,True,"Salad dressing, blue or roquefort cheese dressing, fat-free"
167700,Fat-Free Mayonnaise,Fats and Oils,6.0,15.5,9.0,0.7,0.02,84.0,0.6,0.0,1.9,0.0,0.0,0.12,2.0,0.022,0.0,0.0,5.0,49.0,0.2,0.014,0.0003,788.0,10.3,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.04,0.0247,78.7,0.05,Side Dish,Western,True,"Salad Dressing, mayonnaise-like, fat-free"
167701,Milky Way Midnight Bar,Sweets,53.0,71.22,10.0,16.8,0.344,443.0,11.474,0.176,2.9,0.0,0.007,1.2,58.0,0.393,0.218,0.084,75.0,196.0,3.2,0.063,0.0025,168.0,57.81,0.037,17.5,0.042,4e-05,0.02,0.2,0.0,0.39,0.0035,7.2,0.89,Snack,Western,True,"Candies, MARS SNACKFOOD US, MILKY WAY Midnight Bar"
167703,Lowfat Cottage Cheese,Dairy and Egg Products,53.0,3.2,4.0,17.5,0.028,74.0,0.64,0.0,0.6,0.0,0.012,0.14,5.0,0.0,0.13,0.0,134.0,86.0,12.4,0.16,0.009,220.0,2.6,0.02,1.0,0.011,0.00063,0.07,0.0,0.0,0.01,0.0001,82.5,0.38,Side Dish,Western,True,"Cheese, cottage, lowfat, 1% milkfat, lactose reduced"
167705,Low Sodium Parmesan Cheese,Dairy and Egg Products,800.0,3.7,79.0,15.4,0.037,451.0,19.051,0.0,0.0,0.0,0.01,0.95,51.0,0.0,0.32,0.0,807.0,107.0,41.6,0.39,0.0238999999999999,63.0,0.85,0.04,29.99,0.125,0.0014,0.1,0.0,0.0006,0.27,0.002,22.2,3.19,Side Dish,Western,True,"Cheese, parmesan, low sodium"
167708,Low Sodium Vegetable Juice,Vegetables and Vegetable Products,11.0,4.59,0.0,7.2,0.2,22.0,0.014,0.0,0.8,0.0,0.021,0.42,11.0,0.0,0.73,0.0,17.0,193.0,0.6,0.03,0.0005,58.0,3.28,0.04,0.1,0.078,0.0,0.14,27.7,0.0,0.32,0.0053,93.5,0.2,Drink,Western,True,"Tomato and vegetable juice, low sodium"
167711,Chocolate-Flavored Drink,Beverages,100.0,10.68,0.0,3.3,0.074,49.0,0.31,0.0,0.6,0.0,0.001,0.33,11.0,0.073,0.106,0.082,24.0,79.0,0.64,0.051,0.0007,91.0,8.68,0.01,0.4,0.06,6e-05,0.011,2.0,0.0013,0.01,0.0001,87.63,0.16,Drink,Western,True,"Beverages, Chocolate-flavored drink, whey and milk based"
167714,Hearts of Palm,Vegetables and Vegetable Products,18.0,25.61,0.0,0.0,0.644,115.0,0.046,0.0,1.5,0.0,0.024,1.69,10.0,0.0,0.9,0.0,140.0,1806.0,2.7,0.18,0.0007,14.0,17.16,0.05,0.2,0.003,0.0,0.81,8.0,0.0,0.5,0.0,69.5,3.73,Side Dish,Mediterranean,True,"Hearts of palm, raw"
167715,Shredded Wheat Cereal,Breakfast Cereals,44.0,80.65,0.0,23.1,0.0,339.0,0.43,0.0,14.7,0.0,0.03,3.87,174.0,0.0,5.2,0.0,418.0,391.0,10.93,0.08,0.0081999999999999,0.0,0.75,0.2,2.06,0.0,0.0,0.08,0.0,0.0,1.09,0.002,3.14,3.13,Side Dish,Western,True,"Cereals ready-to-eat, POST, Shredded Wheat n' Bran, spoon-size"
167716,Lowfat Cottage Cheese with Vegetables,Dairy and Egg Products,56.0,3.0,3.0,17.5,0.028,67.0,0.619,0.0,0.0,0.0,0.01,0.1,4.0,0.0,0.1,0.0,128.0,86.0,10.9,0.13,0.0045,403.0,3.0,0.01,1.0,0.013,0.00049,0.05,4.0,0.0,0.01,0.0026,83.5,0.29,Side Dish,Western,True,"Cheese, cottage, lowfat, 1% milkfat, with vegetables"
167719,Breaded Fried Chicken,Legumes and Legume Products,42.0,8.51,0.0,46.3,0.5,234.0,1.13,0.0,4.3,0.0,0.056,3.83,12.0,0.0,12.766,0.0,245.0,300.0,21.28,0.362,0.0074,400.0,0.0,1.277,12.77,0.0,0.00511,0.851,0.0,0.0,1.95,0.0,56.44,0.65,Main Course,Asian,True,"Chicken, meatless, breaded, fried"
167721,Juice Cream Novelties,Sweets,141.0,24.11,7.0,15.6,0.013,115.0,0.705,0.0,0.1,0.0,0.011,0.28,9.0,0.059,0.151,0.195,41.0,120.0,1.41,0.101,0.0008,42.0,20.61,0.025,1.41,0.019,0.00014,0.029,21.2,0.0,0.06,0.0002,72.57,0.27,Snack,Western,True,"Frozen novelties, juice type, juice with cream"
167722,Tofu Yogurt,Legumes and Legume Products,118.0,15.96,0.0,48.4,0.075,94.0,0.259,0.0,0.2,0.0,0.006,1.06,40.0,0.0,0.24,0.0,38.0,47.0,3.5,0.02,0.013,35.0,1.24,0.06,1.8,0.002,0.0,0.02,2.5,0.0,0.31,0.0035,77.5,0.31,Main Course,Asian,True,Tofu yogurt
167724,Puffed Millet,Breakfast Cereals,8.0,80.0,0.0,23.1,0.702,354.0,0.67,0.0,2.7,0.0,0.079,2.81,106.0,0.0,4.42,0.0,266.0,40.0,13.0,0.27,0.0029,5.0,0.55,0.39,3.4,0.0,0.0,0.36,0.0,0.0,0.66,0.0014,2.5,1.58,Side Dish,Generic,True,"Millet, puffed"
167725,Oat Bran Flakes,Breakfast Cereals,80.0,78.0,0.0,22.9,0.319,380.0,1.0,0.0,8.0,0.0,0.327,2.88,143.0,2.903,10.0,0.896,343.0,340.0,10.0,0.85,0.0265,380.0,22.0,0.75,3.0,0.0,0.003,1.0,120.0,0.0,0.53,0.0018,3.4,2.2,Side Dish,Western,True,"Cereals ready-to-eat, OAT BRAN FLAKES, HEALTH VALLEY"
167727,Ensure Plus Drink,Beverages,79.0,19.88,2.0,32.4,0.198,141.0,0.574,0.0,0.0,0.0,0.067,1.79,40.0,0.516,1.984,0.992,79.0,175.0,5.16,0.171,0.0070999999999999,95.0,8.33,0.151,4.52,0.149,0.0006,0.198,11.9,0.001,1.34,0.0079,69.84,1.51,Drink,Western,True,"Beverages, ABBOTT, ENSURE PLUS, ready-to-drink"
167730,Non-Soy Imitation Milk,Dairy and Egg Products,82.0,5.3,0.0,0.0,0.02,46.0,0.254,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.1,0.0,100.0,150.0,1.6,0.0,0.0018,55.0,5.3,0.0,2.0,0.061,0.0,0.0,0.0,0.0011,0.0,0.0,90.0,0.1,Drink,Western,True,"Milk, imitation, non-soy"
167734,Fruit Breakfast Bar,Snacks,41.0,72.8,0.0,34.3,0.1,376.0,1.5,0.0,2.1,0.0,0.174,4.86,27.0,0.0,13.5,0.0,103.0,197.0,4.4,1.1,0.015,337.0,35.1,1.0,7.5,0.608,0.0,1.4,0.0,0.0,0.76,0.0138,14.5,4.1,Snack,Western,True,"Breakfast bar, corn flake crust with fruit"
167735,Low Sodium Mozzarella Cheese,Dairy and Egg Products,731.0,3.1,54.0,18.4,0.027,280.0,10.867,0.0,0.0,0.0,0.009,0.25,26.0,0.0,0.12,0.0,524.0,95.0,27.5,0.34,0.0157,16.0,1.23,0.02,17.1,0.137,0.00092,0.08,0.0,0.0003,0.15,0.0018,49.9,3.13,Side Dish,Western,True,"Cheese, mozzarella, low sodium"
167738,Canned Blueberry Pie Filling,Sweets,27.0,44.38,0.0,3.8,0.112,181.0,0.0,0.0,2.6,0.0044,0.001,0.8,10.0,0.215,0.091,0.092,12.0,115.0,0.41,0.034,0.0004,12.0,37.75,0.023,0.2,0.001,0.0,0.029,0.7,0.0,0.23,0.0039,54.66,0.1,Snack,Western,True,"Pie fillings, blueberry, canned"
167742,Steamed Scallops,Finfish and Shellfish Products,10.0,5.41,41.0,110.7,0.033,111.0,0.218,0.009,0.0,0.0,0.02,0.58,37.0,0.029,1.076,0.366,426.0,314.0,20.54,0.024,0.0217,667.0,0.0,0.012,0.84,0.002,0.00215,0.112,0.0,0.0,0.0,0.0,70.25,1.55,Main Course,Generic,True,"Mollusks, scallop, (bay and sea), cooked, steamed"
167746,Raw Lemons,Fruits and Fruit Juices,26.0,9.32,0.0,5.1,0.037,29.0,0.039,0.0,2.8,0.0,0.011,0.6,8.0,0.03,0.1,0.19,16.0,138.0,1.1,0.02,0.0004,2.0,2.5,0.04,0.3,0.001,0.0,0.08,53.0,0.0,0.15,0.0,88.98,0.06,Snack,Generic,True,"Lemons, raw, without peel"
167747,Fresh Lemon Juice,Fruits and Fruit Juices,6.0,6.9,0.0,5.1,0.016,22.0,0.04,0.0,0.3,0.0,0.02,0.08,6.0,0.012,0.091,0.131,8.0,103.0,0.35,0.015,0.0001,1.0,2.52,0.024,0.24,0.0,0.0,0.046,38.7,0.0,0.15,0.0,92.31,0.05,Drink,Generic,True,"Lemon juice, raw"
167748,Lemon Juice,Fruits and Fruit Juices,10.0,5.62,0.0,5.1,0.018,17.0,0.027,0.0,0.7,0.0,0.009,0.06,7.0,0.016,0.18,0.08,9.0,109.0,0.45,0.017,0.0001,24.0,1.53,0.021,0.07,0.002,0.0,0.037,14.3,0.0,0.23,0.0001,93.64,0.19,Snack,Western,True,"Lemon juice from concentrate, canned or bottled"
167749,Raw Lemon Peel,Fruits and Fruit Juices,134.0,16.0,0.0,8.5,0.092,47.0,0.039,0.0,10.6,0.0,0.013,0.8,15.0,0.0,0.4,0.319,12.0,160.0,1.5,0.08,0.0007,6.0,4.17,0.06,0.3,0.003,0.0,0.172,129.0,0.0,0.25,0.0,81.6,0.25,Snack,Generic,True,"Lemon peel, raw"
167751,Stewed Dried Plums,Fruits and Fruit Juices,19.0,28.08,0.0,4.4,0.123,107.0,0.01,0.0,3.1,0.0,0.0,0.41,18.0,0.131,0.723,0.107,30.0,321.0,0.96,0.1,0.0001,1.0,24.98,0.024,0.16,0.017,0.0,0.218,2.9,0.0,0.19,0.0261,69.73,0.19,Snack,Generic,True,"Plums, dried (prunes), stewed, without added sugar"
167752,Stewed Dried Plums,Fruits and Fruit Juices,21.0,32.88,0.0,0.0,0.18,124.0,0.017,0.0,3.8,0.0,0.0,1.04,19.0,0.092,0.675,0.1,33.0,312.0,1.09,0.093,0.001,2.0,0.0,0.022,0.22,0.014,0.0,0.203,2.7,0.0,0.0,0.0,65.08,0.22,Snack,Generic,True,"Plums, dried (prunes), stewed, with added sugar"
167753,Canned Prune Juice,Fruits and Fruit Juices,12.0,17.45,0.0,2.7,0.068,71.0,0.003,0.0,1.0,0.0602,0.0,1.18,14.0,0.151,0.785,0.107,25.0,276.0,0.61,0.07,0.0006,4.0,16.45,0.016,0.03,0.0,0.0,0.218,4.1,0.0,0.12,0.0034,81.24,0.21,Drink,Western,True,"Prune juice, canned"
167755,Raw Raspberries,Fruits and Fruit Juices,25.0,11.94,0.0,12.3,0.09,52.0,0.019,0.0,6.5,0.0,0.021,0.69,22.0,0.67,0.598,0.329,29.0,151.0,1.2,0.038,0.0002,1.0,4.42,0.032,0.65,0.002,0.0,0.055,26.2,0.0,0.87,0.0078,85.75,0.42,Snack,Generic,True,"Raspberries, raw"
167756,Canned Raspberries in Syrup,Fruits and Fruit Juices,11.0,23.36,0.0,8.2,0.057,91.0,0.005,0.0,3.3,0.0,0.011,0.42,12.0,0.233,0.443,0.245,9.0,94.0,0.83,0.031,0.0001,3.0,20.06,0.02,0.12,0.002,0.0,0.042,8.7,0.0,0.59,0.0052,75.33,0.16,Snack,Western,True,"Raspberries, canned, red, heavy syrup pack, solids and liquids"
167757,Sweetened Frozen Raspberries,Fruits and Fruit Juices,15.0,26.16,0.0,10.2,0.105,103.0,0.005,0.0,4.4,0.0,0.026,0.65,13.0,0.65,0.23,0.15,17.0,114.0,0.7,0.045,0.0003,1.0,21.76,0.019,0.16,0.003,0.0,0.034,16.5,0.0,0.72,0.0065,72.75,0.18,Snack,Western,True,"Raspberries, frozen, red, sweetened"
167758,Raw Rhubarb,Fruits and Fruit Juices,86.0,4.54,0.0,6.1,0.021,21.0,0.053,0.0,1.8,0.0,0.007,0.22,12.0,0.196,0.3,0.085,14.0,288.0,0.9,0.03,0.0011,4.0,1.1,0.02,0.2,0.005,0.0,0.024,8.0,0.0,0.27,0.0293,93.61,0.1,Snack,Generic,True,"Rhubarb, raw"
167759,Raw Sapodilla,Fruits and Fruit Juices,21.0,19.96,0.0,0.0,0.086,83.0,0.194,0.0,5.3,0.0,0.014,0.8,12.0,0.0,0.2,0.252,12.0,193.0,0.44,0.02,0.0006,12.0,0.0,0.0,1.1,0.003,0.0,0.037,14.7,0.0,0.0,0.0,78.0,0.1,Snack,Generic,True,"Sapodilla, raw"
167760,Mamey Sapote,Fruits and Fruit Juices,18.0,32.1,0.0,0.0,0.213,124.0,0.169,0.0,5.4,0.0,0.0,0.78,11.0,0.204,1.432,0.397,26.0,454.0,1.45,0.116,0.0,7.0,20.14,0.013,0.46,0.007,0.0,0.72,23.0,0.0,2.11,0.0,64.87,0.19,Snack,Generic,True,"Sapote, mamey, raw"
167761,Raw Soursop,Fruits and Fruit Juices,14.0,16.84,0.0,7.6,0.086,66.0,0.051,0.0,3.3,0.0,0.014,0.6,21.0,0.0,0.9,0.253,27.0,278.0,1.0,0.05,0.0006,14.0,13.54,0.07,0.3,0.0,0.0,0.059,20.6,0.0,0.08,0.0004,81.16,0.1,Snack,Generic,True,"Soursop, raw"
167762,Fresh Strawberries,Fruits and Fruit Juices,16.0,7.68,0.0,5.7,0.048,32.0,0.015,0.0,2.0,0.0044,0.024,0.41,13.0,0.386,0.386,0.125,24.0,153.0,0.67,0.022,0.0004,1.0,4.89,0.024,0.3,0.001,0.0,0.047,58.8,0.0,0.29,0.0022,90.95,0.14,Snack,Generic,True,"Strawberries, raw"
167763,Raw Tamarinds,Fruits and Fruit Juices,74.0,62.5,0.0,8.6,0.086,239.0,0.272,0.0,5.1,0.0,0.014,2.8,92.0,0.0,1.938,0.143,113.0,628.0,2.8,0.152,0.0013,28.0,38.8,0.428,0.6,0.002,0.0,0.066,3.5,0.0,0.1,0.0028,31.4,0.1,Snack,Asian,True,"Tamarinds, raw"
167764,Tropical Fruit Salad,Fruits and Fruit Juices,13.0,22.36,0.0,0.0,0.08,86.0,0.019,0.0,1.3,0.0,0.009,0.52,13.0,0.0,0.562,0.0,7.0,131.0,0.41,0.045,0.0005,2.0,0.0,0.054,0.1,0.006,0.0,0.12,17.5,0.0,0.0,0.0,76.78,0.11,Snack,Generic,True,"Fruit salad, (pineapple and papaya and banana and guava), tropical, canned, heavy syrup, solids and liquids"
167765,Fresh Watermelon,Fruits and Fruit Juices,7.0,7.55,0.0,4.1,0.042,30.0,0.016,0.0,0.4,0.0015,0.003,0.24,10.0,0.038,0.178,0.221,11.0,112.0,0.61,0.021,0.0004,1.0,6.2,0.033,0.15,0.028,0.0,0.045,8.1,0.0,0.05,0.0001,91.45,0.1,Snack,Generic,True,"Watermelon, raw"
167767,Drained Canned Pineapple,Fruits and Fruit Juices,16.0,15.56,0.0,5.5,0.107,60.0,0.008,0.0,1.3,0.0,0.005,0.28,15.0,0.0,0.284,0.0,7.0,124.0,0.51,0.021,0.0004,1.0,14.26,0.102,0.11,0.003,0.0,0.075,9.4,0.0,0.02,0.0007,83.51,0.1,Drink,Western,True,"Pineapple, canned, juice pack, drained"
167768,Canned Apricots,Fruits and Fruit Juices,10.0,21.31,0.0,2.8,0.097,83.0,0.007,0.0,2.7,0.0,0.002,0.3,7.0,0.0,0.376,0.0,13.0,143.0,0.64,0.024,0.0001,4.0,18.65,0.021,0.11,0.146,0.0,0.055,3.1,0.0,0.89,0.0033,77.56,0.11,Snack,Western,True,"Apricots, canned, heavy syrup, drained"
167769,Canned Sour Cherries,Fruits and Fruit Juices,11.0,10.45,0.0,0.0,0.0,42.0,0.0,0.0,1.2,0.0,0.0,0.64,8.0,0.059,0.26,0.041,16.0,115.0,0.69,0.065,0.0,4.0,6.99,0.025,0.21,0.0,0.0,0.047,0.3,0.0,0.0,0.0081,88.31,0.07,Snack,Western,True,"Cherries, sour, canned, water pack, drained"
167770,Canned Sweet Cherries,Fruits and Fruit Juices,10.0,21.07,0.0,2.7,0.176,83.0,0.041,0.0,2.3,0.0,0.005,0.35,9.0,0.048,0.396,0.06,20.0,148.0,0.73,0.043,0.0,3.0,16.18,0.022,0.21,0.012,0.0,0.022,3.6,0.0,0.17,0.0009,77.61,0.1,Snack,Western,True,"Cherries, sweet, canned, pitted, heavy syrup, drained"
167771,Unsweetened Apple Juice,Fruits and Fruit Juices,8.0,11.3,0.0,1.8,0.012,46.0,0.022,0.0,0.2,0.0391,0.0,0.12,5.0,0.074,0.073,0.049,7.0,101.0,0.1,0.017,0.0001,4.0,9.62,0.021,0.13,0.0,0.0,0.018,38.5,0.0,0.01,0.0,88.24,0.02,Drink,Generic,True,"Apple juice, canned or bottled, unsweetened, with added ascorbic acid"
167772,Unsweetened Applesauce,Fruits and Fruit Juices,4.0,11.27,0.0,2.2,0.027,42.0,0.008,0.0,1.1,0.0,0.003,0.23,3.0,0.025,0.084,0.041,5.0,74.0,0.17,0.03,0.0003,2.0,9.39,0.026,0.1,0.001,0.0,0.027,21.2,0.0,0.16,0.0005,88.22,0.03,Snack,Western,True,"Applesauce, canned, unsweetened, with added ascorbic acid"
167773,Sweetened Applesauce,Fruits and Fruit Juices,4.0,19.91,0.0,0.0,0.043,76.0,0.03,0.0,1.2,0.0,0.001,0.35,3.0,0.075,0.188,0.052,7.0,61.0,0.18,0.028,0.0003,28.0,0.0,0.013,0.18,0.001,0.0,0.026,1.7,0.0,0.0,0.0,79.58,0.04,Snack,Western,True,"Applesauce, canned, sweetened, with salt"
167774,Pink Grapefruit Juice,Fruits and Fruit Juices,9.0,9.2,0.0,0.0,0.033,39.0,0.014,0.0,0.0,0.0,0.01,0.2,12.0,0.02,0.2,0.189,15.0,162.0,0.5,0.02,0.0,1.0,0.0,0.04,0.1,0.022,0.0,0.044,38.0,0.0,0.0,0.0,90.0,0.05,Drink,Generic,True,"Grapefruit juice, pink, raw"
167775,Unsweetened Frozen Apple Juice,Fruits and Fruit Juices,6.0,11.54,0.0,0.0,0.014,47.0,0.018,0.0,0.1,0.0,0.0,0.26,5.0,0.063,0.038,0.063,7.0,126.0,0.14,0.015,0.0001,7.0,0.0,0.003,0.1,0.0,0.0,0.033,25.0,0.0,0.0,0.0,87.9,0.04,Snack,Western,True,"Apple juice, frozen concentrate, unsweetened, diluted with 3 volume water, with added ascorbic acid"
167776,Raw Bartlett Pears,Fruits and Fruit Juices,9.0,15.01,0.0,5.1,0.078,63.0,0.0,0.0,3.1,0.0,0.0,0.19,6.0,0.037,0.164,0.042,11.0,101.0,0.39,0.026,0.0001,1.0,9.69,0.012,0.16,0.001,0.0,0.026,4.4,0.0,0.12,0.0038,84.14,0.08,Snack,Generic,True,"Pears, raw, bartlett (Includes foods for USDA's Food Distribution Program)"
167777,Red Anjou Pears,Fruits and Fruit Juices,11.0,14.94,0.0,5.1,0.07,62.0,0.0,0.0,3.0,0.0,0.0,0.19,7.0,0.056,0.162,0.053,13.0,123.0,0.33,0.028,0.0001,1.0,9.54,0.012,0.14,0.001,0.0,0.039,5.2,0.0,0.12,0.0049,84.24,0.13,Snack,Generic,True,"Pears, raw, red anjou"
167778,Bosc Pears,Fruits and Fruit Juices,10.0,16.1,0.0,5.1,0.104,67.0,0.0,0.0,3.1,0.0,0.0,0.15,7.0,0.047,0.152,0.057,14.0,122.0,0.36,0.023,0.0,1.0,10.23,0.012,0.09,0.001,0.0,0.021,2.8,0.0,0.12,0.0052,83.18,0.13,Snack,Generic,True,"Pears, raw, bosc (Includes foods for USDA's Food Distribution Program)"
167779,Green Anjou Pears,Fruits and Fruit Juices,11.0,15.79,0.0,5.1,0.077,66.0,0.0,0.0,3.1,0.0,0.0,0.24,7.0,0.048,0.151,0.043,13.0,127.0,0.44,0.022,0.0,1.0,9.73,0.01,0.1,0.001,0.0,0.026,4.4,0.0,0.12,0.0043,83.31,0.1,Snack,Generic,True,"Pears, raw, green anjou (Includes foods for USDA's Food Distribution Program)"
167781,Candied Fruit,Fruits and Fruit Juices,18.0,82.74,0.0,2.2,0.029,322.0,0.01,0.0,1.6,0.0,0.0,0.17,4.0,0.111,0.0,0.0,5.0,56.0,0.34,0.0,0.0006,98.0,80.68,0.0,0.07,0.001,0.0,0.0,0.0,0.0,0.04,0.0003,16.7,0.05,Snack,Western,True,Candied fruit
167784,Guava Nectar,Fruits and Fruit Juices,8.0,16.25,0.0,1.1,0.017,63.0,0.02,0.0,1.0,0.0,0.003,0.38,2.0,0.058,0.17,0.08,2.0,39.0,0.09,0.003,0.0,6.0,12.95,0.003,0.06,0.0,0.0,0.01,21.1,0.0,0.05,0.001,83.51,0.03,Drink,Western,True,"Guava nectar, canned, with added ascorbic acid"
167785,Canned Mango Nectar,Fruits and Fruit Juices,17.0,13.12,0.0,1.5,0.015,51.0,0.014,0.0,0.3,0.0,0.007,0.36,3.0,0.028,0.08,0.07,2.0,24.0,0.11,0.003,0.0004,5.0,12.45,0.003,0.06,0.035,0.0,0.015,15.2,0.0,0.21,0.0008,86.63,0.02,Drink,Western,True,"Mango nectar, canned"
