fdc_id,food_name,food_group,calcium_mg,carbohydrate_g,cholesterol_mg,choline_mg,copper_mg,energy_kcal,saturated_fat_g,trans_fat_g,fiber_g,fluoride_mg,folate_mg,iron_mg,magnesium_mg,manganese_mg,vitamin_b3_niacin_mg,vitamin_b5_pantothenic_acid_mg,phosphorus_mg,potassium_mg,protein_g,vitamin_b2_riboflavin_mg,selenium_mg,sodium_mg,sugar_g,vitamin_b1_thiamin_mg,fat_g,vitamin_a_rae_mg,vitamin_b12_mg,vitamin_b6_mg,vitamin_c_mg,vitamin_d_mg,vitamin_e_mg,vitamin_k_mg,water_g,zinc_mg,consumption_label,cuisine_label,suitable_for_cvd_cholesterol,food_name_original,cuisine
167686,Chocolate Milk Dessert,Sweets,154.0,37.7,0.0,0.9,0.008,167.0,0.597,0.0,0.0,0.0,0.006,0.04,45.0,0.0,0.1,0.0,123.0,333.0,4.3,0.26,0.0026,97.0,37.7,0.05,1.0,0.002,0.00055,0.04,0.7,0.0,0.0,0.0,56.0,0.47,Snack,Generic,True,"Milk dessert, frozen, milk-fat free, chocolate",Generic
167687,Low Fat Whipped Topping,Dairy and Egg Products,71.0,23.6,2.0,0.0,0.01,224.0,11.273,0.0,0.0,0.0,0.003,0.1,7.0,0.0,0.1,0.0,74.0,101.0,3.0,0.09,0.0024,72.0,23.6,0.02,13.1,0.004,0.0002,0.02,0.0,0.0,0.5,0.0032,59.7,0.1,Side Dish,Generic,True,"Whipped topping, frozen, low fat",Generic
167689,Peanut Butter M&M's,Sweets,88.0,56.89,7.0,37.5,0.452,529.0,18.485,0.21,4.0,0.0,0.045,1.06,81.0,0.963,4.329,0.603,191.0,330.0,10.16,0.074,0.0028,213.0,47.15,0.152,29.32,0.028,0.00019,0.095,0.5,0.0,1.26,0.0059,2.0,1.49,Snack,Generic,True,"Candies, MARS SNACKFOOD US, M&M's Peanut Butter Chocolate Candies",Generic
167697,Cultured Buttermilk,Dairy and Egg Products,143.0,5.3,8.0,16.0,0.008,56.0,1.242,0.0,0.0,0.0,0.006,0.06,13.0,0.0,0.1,0.0,82.0,180.0,4.1,0.21,0.0023,105.0,5.3,0.05,2.0,0.016,0.00037,0.03,1.5,0.0,0.11,0.0001,87.7,0.24,Drink,Generic,True,"Milk, buttermilk, fluid, cultured, reduced fat",Generic
167701,Milky Way Midnight Bar,Sweets,53.0,71.22,10.0,16.8,0.344,443.0,11.474,0.176,2.9,0.0,0.007,1.2,58.0,0.393,0.218,0.084,75.0,196.0,3.2,0.063,0.0025,168.0,57.81,0.037,17.5,0.042,4e-05,0.02,0.2,0.0,0.39,0.0035,7.2,0.89,Snack,Generic,True,"Candies, MARS SNACKFOOD US, MILKY WAY Midnight Bar",Generic
167703,Lowfat Cottage Cheese,Dairy and Egg Products,53.0,3.2,4.0,17.5,0.028,74.0,0.64,0.0,0.6,0.0,0.012,0.14,5.0,0.0,0.13,0.0,134.0,86.0,12.4,0.16,0.009,220.0,2.6,0.02,1.0,0.011,0.00063,0.07,0.0,0.0,0.01,0.0001,82.5,0.38,Side Dish,Generic,True,"Cheese, cottage, lowfat, 1% milkfat, lactose reduced",Generic
167705,Low Sodium Parmesan Cheese,Dairy and Egg Products,800.0,3.7,79.0,15.4,0.037,451.0,19.051,0.0,0.0,0.0,0.01,0.95,51.0,0.0,0.32,0.0,807.0,107.0,41.6,0.39,0.0238999999999999,63.0,0.85,0.04,29.99,0.125,0.0014,0.1,0.0,0.0006,0.27,0.002,22.2,3.19,Side Dish,Generic,True,"Cheese, parmesan, low sodium",Generic
167711,Chocolate-Flavored Drink,Beverages,100.0,10.68,0.0,3.3,0.074,49.0,0.31,0.0,0.6,0.0,0.001,0.33,11.0,0.073,0.106,0.082,24.0,79.0,0.64,0.051,0.0007,91.0,8.68,0.01,0.4,0.06,6e-05,0.011,2.0,0.0013,0.01,0.0001,87.63,0.16,Drink,Generic,True,"Beverages, Chocolate-flavored drink, whey and milk based",Generic
167714,Hearts of Palm,Vegetables and Vegetable Products,18.0,25.61,0.0,0.0,0.644,115.0,0.046,0.0,1.5,0.0,0.024,1.69,10.0,0.0,0.9,0.0,140.0,1806.0,2.7,0.18,0.0007,14.0,17.16,0.05,0.2,0.003,0.0,0.81,8.0,0.0,0.5,0.0,69.5,3.73,Side Dish,Generic,True,"Hearts of palm, raw",Generic
167716,Lowfat Cottage Cheese with Vegetables,Dairy and Egg Products,56.0,3.0,3.0,17.5,0.028,67.0,0.619,0.0,0.0,0.0,0.01,0.1,4.0,0.0,0.1,0.0,128.0,86.0,10.9,0.13,0.0045,403.0,3.0,0.01,1.0,0.013,0.00049,0.05,4.0,0.0,0.01,0.0026,83.5,0.29,Side Dish,Generic,True,"Cheese, cottage, lowfat, 1% milkfat, with vegetables",Generic
167719,Breaded Fried Chicken,Legumes and Legume Products,42.0,8.51,0.0,46.3,0.5,234.0,1.13,0.0,4.3,0.0,0.056,3.83,12.0,0.0,12.766,0.0,245.0,300.0,21.28,0.362,0.0074,400.0,0.0,1.277,12.77,0.0,0.00511,0.851,0.0,0.0,1.95,0.0,56.44,0.65,Main Course,Generic,True,"Chicken, meatless, breaded, fried",Western
167721,Juice Cream Novelties,Sweets,141.0,24.11,7.0,15.6,0.013,115.0,0.705,0.0,0.1,0.0,0.011,0.28,9.0,0.059,0.151,0.195,41.0,120.0,1.41,0.101,0.0008,42.0,20.61,0.025,1.41,0.019,0.00014,0.029,21.2,0.0,0.06,0.0002,72.57,0.27,Snack,Generic,True,"Frozen novelties, juice type, juice with cream",Generic
167722,Tofu Yogurt,Legumes and Legume Products,118.0,15.96,0.0,48.4,0.075,94.0,0.259,0.0,0.2,0.0,0.006,1.06,40.0,0.0,0.24,0.0,38.0,47.0,3.5,0.02,0.013,35.0,1.24,0.06,1.8,0.002,0.0,0.02,2.5,0.0,0.31,0.0035,77.5,0.31,Snack,Generic,True,Tofu yogurt,Generic
167734,Fruit Breakfast Bar,Snacks,41.0,72.8,0.0,34.3,0.1,376.0,1.5,0.0,2.1,0.0,0.174,4.86,27.0,0.0,13.5,0.0,103.0,197.0,4.4,1.1,0.015,337.0,35.1,1.0,7.5,0.608,0.0,1.4,0.0,0.0,0.76,0.0138,14.5,4.1,Snack,Generic,True,"Breakfast bar, corn flake crust with fruit",Generic
167735,Low Sodium Mozzarella Cheese,Dairy and Egg Products,731.0,3.1,54.0,18.4,0.027,280.0,10.867,0.0,0.0,0.0,0.009,0.25,26.0,0.0,0.12,0.0,524.0,95.0,27.5,0.34,0.0157,16.0,1.23,0.02,17.1,0.137,0.00092,0.08,0.0,0.0003,0.15,0.0018,49.9,3.13,Side Dish,Generic,True,"Cheese, mozzarella, low sodium",Generic
167742,Steamed Scallops,Finfish and Shellfish Products,10.0,5.41,41.0,110.7,0.033,111.0,0.218,0.009,0.0,0.0,0.02,0.58,37.0,0.029,1.076,0.366,426.0,314.0,20.54,0.024,0.0217,667.0,0.0,0.012,0.84,0.002,0.00215,0.112,0.0,0.0,0.0,0.0,70.25,1.55,Main Course,Generic,True,"Mollusks, scallop, (bay and sea), cooked, steamed",Generic
167746,Raw Lemons,Fruits and Fruit Juices,26.0,9.32,0.0,5.1,0.037,29.0,0.039,0.0,2.8,0.0,0.011,0.6,8.0,0.03,0.1,0.19,16.0,138.0,1.1,0.02,0.0004,2.0,2.5,0.04,0.3,0.001,0.0,0.08,53.0,0.0,0.15,0.0,88.98,0.06,Snack,Generic,True,"Lemons, raw, without peel",Generic
167747,Fresh Lemon Juice,Fruits and Fruit Juices,6.0,6.9,0.0,5.1,0.016,22.0,0.04,0.0,0.3,0.0,0.02,0.08,6.0,0.012,0.091,0.131,8.0,103.0,0.35,0.015,0.0001,1.0,2.52,0.024,0.24,0.0,0.0,0.046,38.7,0.0,0.15,0.0,92.31,0.05,Drink,Generic,True,"Lemon juice, raw",Generic
167748,Lemon Juice,Fruits and Fruit Juices,10.0,5.62,0.0,5.1,0.018,17.0,0.027,0.0,0.7,0.0,0.009,0.06,7.0,0.016,0.18,0.08,9.0,109.0,0.45,0.017,0.0001,24.0,1.53,0.021,0.07,0.002,0.0,0.037,14.3,0.0,0.23,0.0001,93.64,0.19,Drink,Generic,True,"Lemon juice from concentrate, canned or bottled",Generic
167749,Raw Lemon Peel,Fruits and Fruit Juices,134.0,16.0,0.0,8.5,0.092,47.0,0.039,0.0,10.6,0.0,0.013,0.8,15.0,0.0,0.4,0.319,12.0,160.0,1.5,0.08,0.0007,6.0,4.17,0.06,0.3,0.003,0.0,0.172,129.0,0.0,0.25,0.0,81.6,0.25,Side Dish,Generic,True,"Lemon peel, raw",Generic
167751,Stewed Dried Plums,Fruits and Fruit Juices,19.0,28.08,0.0,4.4,0.123,107.0,0.01,0.0,3.1,0.0,0.0,0.41,18.0,0.131,0.723,0.107,30.0,321.0,0.96,0.1,0.0001,1.0,24.98,0.024,0.16,0.017,0.0,0.218,2.9,0.0,0.19,0.0261,69.73,0.19,Snack,Generic,True,"Plums, dried (prunes), stewed, without added sugar",Generic
167752,Stewed Dried Plums,Fruits and Fruit Juices,21.0,32.88,0.0,0.0,0.18,124.0,0.017,0.0,3.8,0.0,0.0,1.04,19.0,0.092,0.675,0.1,33.0,312.0,1.09,0.093,0.001,2.0,0.0,0.022,0.22,0.014,0.0,0.203,2.7,0.0,0.0,0.0,65.08,0.22,Snack,Generic,True,"Plums, dried (prunes), stewed, with added sugar",Generic
167753,Canned Prune Juice,Fruits and Fruit Juices,12.0,17.45,0.0,2.7,0.068,71.0,0.003,0.0,1.0,0.0602,0.0,1.18,14.0,0.151,0.785,0.107,25.0,276.0,0.61,0.07,0.0006,4.0,16.45,0.016,0.03,0.0,0.0,0.218,4.1,0.0,0.12,0.0034,81.24,0.21,Drink,Generic,True,"Prune juice, canned",Generic
167755,Raw Raspberries,Fruits and Fruit Juices,25.0,11.94,0.0,12.3,0.09,52.0,0.019,0.0,6.5,0.0,0.021,0.69,22.0,0.67,0.598,0.329,29.0,151.0,1.2,0.038,0.0002,1.0,4.42,0.032,0.65,0.002,0.0,0.055,26.2,0.0,0.87,0.0078,85.75,0.42,Snack,Generic,True,"Raspberries, raw",Generic
167756,Canned Raspberries in Syrup,Fruits and Fruit Juices,11.0,23.36,0.0,8.2,0.057,91.0,0.005,0.0,3.3,0.0,0.011,0.42,12.0,0.233,0.443,0.245,9.0,94.0,0.83,0.031,0.0001,3.0,20.06,0.02,0.12,0.002,0.0,0.042,8.7,0.0,0.59,0.0052,75.33,0.16,Snack,Generic,True,"Raspberries, canned, red, heavy syrup pack, solids and liquids",Generic
167757,Sweetened Frozen Raspberries,Fruits and Fruit Juices,15.0,26.16,0.0,10.2,0.105,103.0,0.005,0.0,4.4,0.0,0.026,0.65,13.0,0.65,0.23,0.15,17.0,114.0,0.7,0.045,0.0003,1.0,21.76,0.019,0.16,0.003,0.0,0.034,16.5,0.0,0.72,0.0065,72.75,0.18,Snack,Generic,True,"Raspberries, frozen, red, sweetened",Generic
167758,Raw Rhubarb,Fruits and Fruit Juices,86.0,4.54,0.0,6.1,0.021,21.0,0.053,0.0,1.8,0.0,0.007,0.22,12.0,0.196,0.3,0.085,14.0,288.0,0.9,0.03,0.0011,4.0,1.1,0.02,0.2,0.005,0.0,0.024,8.0,0.0,0.27,0.0293,93.61,0.1,Snack,Generic,True,"Rhubarb, raw",Generic
167759,Raw Sapodilla,Fruits and Fruit Juices,21.0,19.96,0.0,0.0,0.086,83.0,0.194,0.0,5.3,0.0,0.014,0.8,12.0,0.0,0.2,0.252,12.0,193.0,0.44,0.02,0.0006,12.0,0.0,0.0,1.1,0.003,0.0,0.037,14.7,0.0,0.0,0.0,78.0,0.1,Snack,Generic,True,"Sapodilla, raw",Generic
167760,Mamey Sapote,Fruits and Fruit Juices,18.0,32.1,0.0,0.0,0.213,124.0,0.169,0.0,5.4,0.0,0.0,0.78,11.0,0.204,1.432,0.397,26.0,454.0,1.45,0.116,0.0,7.0,20.14,0.013,0.46,0.007,0.0,0.72,23.0,0.0,2.11,0.0,64.87,0.19,Snack,Generic,True,"Sapote, mamey, raw",Generic
167761,Raw Soursop,Fruits and Fruit Juices,14.0,16.84,0.0,7.6,0.086,66.0,0.051,0.0,3.3,0.0,0.014,0.6,21.0,0.0,0.9,0.253,27.0,278.0,1.0,0.05,0.0006,14.0,13.54,0.07,0.3,0.0,0.0,0.059,20.6,0.0,0.08,0.0004,81.16,0.1,Snack,Generic,True,"Soursop, raw",Generic
167762,Fresh Strawberries,Fruits and Fruit Juices,16.0,7.68,0.0,5.7,0.048,32.0,0.015,0.0,2.0,0.0044,0.024,0.41,13.0,0.386,0.386,0.125,24.0,153.0,0.67,0.022,0.0004,1.0,4.89,0.024,0.3,0.001,0.0,0.047,58.8,0.0,0.29,0.0022,90.95,0.14,Snack,Generic,True,"Strawberries, raw",Generic
167763,Raw Tamarinds,Fruits and Fruit Juices,74.0,62.5,0.0,8.6,0.086,239.0,0.272,0.0,5.1,0.0,0.014,2.8,92.0,0.0,1.938,0.143,113.0,628.0,2.8,0.152,0.0013,28.0,38.8,0.428,0.6,0.002,0.0,0.066,3.5,0.0,0.1,0.0028,31.4,0.1,Snack,Generic,True,"Tamarinds, raw",Generic
167764,Tropical Fruit Salad,Fruits and Fruit Juices,13.0,22.36,0.0,0.0,0.08,86.0,0.019,0.0,1.3,0.0,0.009,0.52,13.0,0.0,0.562,0.0,7.0,131.0,0.41,0.045,0.0005,2.0,0.0,0.054,0.1,0.006,0.0,0.12,17.5,0.0,0.0,0.0,76.78,0.11,Snack,Generic,True,"Fruit salad, (pineapple and papaya and banana and guava), tropical, canned, heavy syrup, solids and liquids",Generic
167765,Fresh Watermelon,Fruits and Fruit Juices,7.0,7.55,0.0,4.1,0.042,30.0,0.016,0.0,0.4,0.0015,0.003,0.24,10.0,0.038,0.178,0.221,11.0,112.0,0.61,0.021,0.0004,1.0,6.2,0.033,0.15,0.028,0.0,0.045,8.1,0.0,0.05,0.0001,91.45,0.1,Snack,Generic,True,"Watermelon, raw",Generic
167767,Drained Canned Pineapple,Fruits and Fruit Juices,16.0,15.56,0.0,5.5,0.107,60.0,0.008,0.0,1.3,0.0,0.005,0.28,15.0,0.0,0.284,0.0,7.0,124.0,0.51,0.021,0.0004,1.0,14.26,0.102,0.11,0.003,0.0,0.075,9.4,0.0,0.02,0.0007,83.51,0.1,Snack,Generic,True,"Pineapple, canned, juice pack, drained",Generic
167768,Canned Apricots,Fruits and Fruit Juices,10.0,21.31,0.0,2.8,0.097,83.0,0.007,0.0,2.7,0.0,0.002,0.3,7.0,0.0,0.376,0.0,13.0,143.0,0.64,0.024,0.0001,4.0,18.65,0.021,0.11,0.146,0.0,0.055,3.1,0.0,0.89,0.0033,77.56,0.11,Snack,Generic,True,"Apricots, canned, heavy syrup, drained",Generic
167769,Canned Sour Cherries,Fruits and Fruit Juices,11.0,10.45,0.0,0.0,0.0,42.0,0.0,0.0,1.2,0.0,0.0,0.64,8.0,0.059,0.26,0.041,16.0,115.0,0.69,0.065,0.0,4.0,6.99,0.025,0.21,0.0,0.0,0.047,0.3,0.0,0.0,0.0081,88.31,0.07,Snack,Generic,True,"Cherries, sour, canned, water pack, drained",Generic
167770,Canned Sweet Cherries,Fruits and Fruit Juices,10.0,21.07,0.0,2.7,0.176,83.0,0.041,0.0,2.3,0.0,0.005,0.35,9.0,0.048,0.396,0.06,20.0,148.0,0.73,0.043,0.0,3.0,16.18,0.022,0.21,0.012,0.0,0.022,3.6,0.0,0.17,0.0009,77.61,0.1,Snack,Generic,True,"Cherries, sweet, canned, pitted, heavy syrup, drained",Generic
167771,Unsweetened Apple Juice,Fruits and Fruit Juices,8.0,11.3,0.0,1.8,0.012,46.0,0.022,0.0,0.2,0.0391,0.0,0.12,5.0,0.074,0.073,0.049,7.0,101.0,0.1,0.017,0.0001,4.0,9.62,0.021,0.13,0.0,0.0,0.018,38.5,0.0,0.01,0.0,88.24,0.02,Drink,Generic,True,"Apple juice, canned or bottled, unsweetened, with added ascorbic acid",Generic
167772,Unsweetened Applesauce,Fruits and Fruit Juices,4.0,11.27,0.0,2.2,0.027,42.0,0.008,0.0,1.1,0.0,0.003,0.23,3.0,0.025,0.084,0.041,5.0,74.0,0.17,0.03,0.0003,2.0,9.39,0.026,0.1,0.001,0.0,0.027,21.2,0.0,0.16,0.0005,88.22,0.03,Snack,Generic,True,"Applesauce, canned, unsweetened, with added ascorbic acid",Generic
167773,Sweetened Applesauce,Fruits and Fruit Juices,4.0,19.91,0.0,0.0,0.043,76.0,0.03,0.0,1.2,0.0,0.001,0.35,3.0,0.075,0.188,0.052,7.0,61.0,0.18,0.028,0.0003,28.0,0.0,0.013,0.18,0.001,0.0,0.026,1.7,0.0,0.0,0.0,79.58,0.04,Snack,Generic,True,"Applesauce, canned, sweetened, with salt",Generic
167774,Pink Grapefruit Juice,Fruits and Fruit Juices,9.0,9.2,0.0,0.0,0.033,39.0,0.014,0.0,0.0,0.0,0.01,0.2,12.0,0.02,0.2,0.189,15.0,162.0,0.5,0.02,0.0,1.0,0.0,0.04,0.1,0.022,0.0,0.044,38.0,0.0,0.0,0.0,90.0,0.05,Drink,Generic,True,"Grapefruit juice, pink, raw",Generic
167775,Unsweetened Frozen Apple Juice,Fruits and Fruit Juices,6.0,11.54,0.0,0.0,0.014,47.0,0.018,0.0,0.1,0.0,0.0,0.26,5.0,0.063,0.038,0.063,7.0,126.0,0.14,0.015,0.0001,7.0,0.0,0.003,0.1,0.0,0.0,0.033,25.0,0.0,0.0,0.0,87.9,0.04,Drink,Generic,True,"Apple juice, frozen concentrate, unsweetened, diluted with 3 volume water, with added ascorbic acid",Generic
167776,Raw Bartlett Pears,Fruits and Fruit Juices,9.0,15.01,0.0,5.1,0.078,63.0,0.0,0.0,3.1,0.0,0.0,0.19,6.0,0.037,0.164,0.042,11.0,101.0,0.39,0.026,0.0001,1.0,9.69,0.012,0.16,0.001,0.0,0.026,4.4,0.0,0.12,0.0038,84.14,0.08,Snack,Generic,True,"Pears, raw, bartlett (Includes foods for USDA's Food Distribution Program)",Generic
167777,Red Anjou Pears,Fruits and Fruit Juices,11.0,14.94,0.0,5.1,0.07,62.0,0.0,0.0,3.0,0.0,0.0,0.19,7.0,0.056,0.162,0.053,13.0,123.0,0.33,0.028,0.0001,1.0,9.54,0.012,0.14,0.001,0.0,0.039,5.2,0.0,0.12,0.0049,84.24,0.13,Snack,Generic,True,"Pears, raw, red anjou",Generic
167778,Bosc Pears,Fruits and Fruit Juices,10.0,16.1,0.0,5.1,0.104,67.0,0.0,0.0,3.1,0.0,0.0,0.15,7.0,0.047,0.152,0.057,14.0,122.0,0.36,0.023,0.0,1.0,10.23,0.012,0.09,0.001,0.0,0.021,2.8,0.0,0.12,0.0052,83.18,0.13,Snack,Generic,True,"Pears, raw, bosc (Includes foods for USDA's Food Distribution Program)",Generic
167779,Green Anjou Pears,Fruits and Fruit Juices,11.0,15.79,0.0,5.1,0.077,66.0,0.0,0.0,3.1,0.0,0.0,0.24,7.0,0.048,0.151,0.043,13.0,127.0,0.44,0.022,0.0,1.0,9.73,0.01,0.1,0.001,0.0,0.026,4.4,0.0,0.12,0.0043,83.31,0.1,Snack,Generic,True,"Pears, raw, green anjou (Includes foods for USDA's Food Distribution Program)",Generic
167781,Candied Fruit,Fruits and Fruit Juices,18.0,82.74,0.0,2.2,0.029,322.0,0.01,0.0,1.6,0.0,0.0,0.17,4.0,0.111,0.0,0.0,5.0,56.0,0.34,0.0,0.0006,98.0,80.68,0.0,0.07,0.001,0.0,0.0,0.0,0.0,0.04,0.0003,16.7,0.05,Snack,Generic,True,Candied fruit,Generic
167784,Guava Nectar,Fruits and Fruit Juices,8.0,16.25,0.0,1.1,0.017,63.0,0.02,0.0,1.0,0.0,0.003,0.38,2.0,0.058,0.17,0.08,2.0,39.0,0.09,0.003,0.0,6.0,12.95,0.003,0.06,0.0,0.0,0.01,21.1,0.0,0.05,0.001,83.51,0.03,Drink,Generic,True,"Guava nectar, canned, with added ascorbic acid",Generic
167785,Canned Mango Nectar,Fruits and Fruit Juices,17.0,13.12,0.0,1.5,0.015,51.0,0.014,0.0,0.3,0.0,0.007,0.36,3.0,0.028,0.08,0.07,2.0,24.0,0.11,0.003,0.0004,5.0,12.45,0.003,0.06,0.035,0.0,0.015,15.2,0.0,0.21,0.0008,86.63,0.02,Drink,Generic,True,"Mango nectar, canned",Generic
167786,Canned Tamarind Nectar,Fruits and Fruit Juices,10.0,14.73,0.0,1.3,0.014,57.0,0.0,0.0,0.5,0.0,0.001,0.75,4.0,0.02,0.07,0.037,2.0,27.0,0.09,0.003,0.0,7.0,12.7,0.003,0.12,0.0,0.0,0.007,7.1,0.0,0.12,0.0001,84.97,0.02,Drink,Generic,True,"Tamarind nectar, canned",Generic
167787,Bottled Pomegranate Juice,Fruits and Fruit Juices,11.0,13.13,0.0,4.8,0.021,54.0,0.077,0.0,0.1,0.0,0.024,0.1,7.0,0.095,0.233,0.285,11.0,214.0,0.15,0.015,0.0003,9.0,12.65,0.015,0.29,0.0,0.0,0.04,0.1,0.0,0.38,0.0104,85.95,0.09,Drink,Generic,True,"Pomegranate juice, bottled",Generic
167789,Frozen Nance Fruit,Fruits and Fruit Juices,46.0,16.97,0.0,0.0,0.041,73.0,0.0,0.0,7.5,0.0,0.008,0.38,20.0,0.248,0.29,0.18,10.0,244.0,0.66,0.018,0.0004,3.0,8.31,0.015,1.16,0.004,0.0,0.021,92.5,0.0,1.25,0.0119,80.64,0.09,Snack,Generic,True,"Nance, frozen, unsweetened",Generic
167790,Unsweetened Naranjilla Pulp,Fruits and Fruit Juices,8.0,5.9,0.0,0.0,0.028,25.0,0.0,0.0,1.1,0.0,0.003,0.35,11.0,0.067,1.45,0.22,12.0,200.0,0.44,0.0,0.0004,4.0,3.74,0.045,0.22,0.028,0.0,0.107,3.2,0.0,0.75,0.0146,93.05,0.1,Snack,Generic,True,"Naranjilla (lulo) pulp, frozen, unsweetened",Generic
167791,Horned Melon,Fruits and Fruit Juices,13.0,7.56,0.0,0.0,0.02,44.0,0.0,0.0,0.0,0.0,0.003,1.13,40.0,0.039,0.565,0.183,37.0,123.0,1.78,0.015,0.0,2.0,0.0,0.025,1.26,0.007,0.0,0.063,5.3,0.0,0.0,0.0,88.97,0.48,Snack,Generic,True,Horned melon (Kiwano),Generic
167792,Tropical Citrus Juice,Fruits and Fruit Juices,8.0,12.2,0.0,3.8,0.034,51.0,0.011,0.0,0.2,0.0,0.01,0.18,10.0,0.378,0.173,0.0,11.0,150.0,0.41,0.025,0.0001,4.0,10.57,0.04,0.08,0.001,0.0,0.061,40.7,0.0,0.07,0.0001,87.24,0.06,Drink,Generic,True,Orange Pineapple Juice Blend,Generic
167793,Fuji Apples,Fruits and Fruit Juices,7.0,15.22,0.0,3.4,0.025,63.0,0.0,0.0,2.1,0.0,0.0,0.1,5.0,0.031,0.07,0.051,13.0,109.0,0.2,0.026,0.0,1.0,11.68,0.013,0.18,0.002,0.0,0.045,0.0,0.0,0.18,0.001,84.16,0.04,Snack,Generic,True,"Apples, raw, fuji, with skin (Includes foods for USDA's Food Distribution Program)",Generic
167794,Chilled Orange Juice,Fruits and Fruit Juices,146.0,11.54,0.0,6.2,0.042,49.0,0.014,0.0,0.3,0.0,0.019,0.13,11.0,0.023,0.28,0.195,17.0,178.0,0.68,0.039,0.0001,2.0,8.31,0.046,0.12,0.114,0.0,0.076,33.6,0.001,1.13,0.0,87.22,0.07,Drink,Generic,True,"Orange juice, chilled, includes from concentrate, with added calcium and vitamins A, D, E",Generic
167796,Green Machine Smoothie,Fruits and Fruit Juices,11.0,12.53,0.0,4.3,0.053,53.0,0.053,0.0,0.7,0.0,0.015,0.42,10.0,0.215,0.29,0.0,15.0,165.0,0.6,0.09,0.0004,6.0,11.15,0.07,0.26,0.021,0.00063,0.075,8.2,0.0,0.3,0.0212,86.25,0.06,Drink,Generic,True,"Fruit juice smoothie, NAKED JUICE, GREEN MACHINE",Generic
167798,Green Goodness Smoothie,Fruits and Fruit Juices,18.0,13.04,0.0,4.5,0.049,56.0,0.068,0.003,0.6,0.0,0.017,0.34,15.0,1.357,0.333,0.0,16.0,177.0,0.63,0.08,0.0002,11.0,11.46,0.06,0.33,0.021,0.00055,0.08,6.2,0.0,0.18,0.0081,85.61,0.08,Drink,Generic,True,"Fruit juice smoothie, BOLTHOUSE FARMS, GREEN GOODNESS",Generic
167799,Strawberry Banana Smoothie,Fruits and Fruit Juices,11.0,12.37,0.0,5.3,0.038,52.0,0.055,0.001,0.6,0.0,0.024,0.32,13.0,0.194,0.287,0.092,16.0,184.0,0.44,0.053,0.0004,5.0,10.33,0.035,0.3,0.001,0.0,0.075,47.3,0.0,0.16,0.0009,86.6,0.07,Drink,Generic,True,"Fruit juice smoothie, BOLTHOUSE FARMS, strawberry banana",Generic
167800,Unsweetened Apple Juice,Fruits and Fruit Juices,70.0,11.49,0.0,1.8,0.01,48.0,0.029,0.0,0.3,0.0,0.0,0.13,5.0,0.035,0.067,0.049,9.0,184.0,0.12,0.015,0.0001,5.0,9.47,0.004,0.17,0.0,0.0,0.018,30.3,0.0,0.01,0.0,87.92,0.04,Drink,Generic,True,"Apple juice, canned or bottled, unsweetened, with added ascorbic acid, calcium, and potassium",Generic
167802,Real Lemon Juice,Fruits and Fruit Juices,9.0,5.66,0.0,0.0,0.018,17.0,0.027,0.0,0.7,0.0,0.0,0.06,6.0,0.016,0.18,0.09,9.0,109.0,0.47,0.017,0.0,26.0,1.59,0.02,0.07,0.002,0.0,0.037,16.6,0.0,0.23,0.0001,93.57,0.23,Drink,Generic,True,"Lemon juice from concentrate, bottled, REAL LEMON",Generic
167808,Seedless Raspberry Puree,Fruits and Fruit Juices,14.0,7.99,0.0,0.0,0.068,41.0,0.064,0.0,0.9,0.0,0.0,1.08,15.0,0.343,0.49,0.31,20.0,169.0,1.02,0.1,0.0,4.0,6.04,0.09,0.87,0.002,0.0,0.06,6.4,0.0,1.54,0.0,89.7,0.18,Side Dish,Generic,True,"Raspberries, puree, seedless",Generic
167809,Raspberry Puree,Fruits and Fruit Juices,23.0,11.51,0.0,0.0,0.086,55.0,0.062,0.0,4.3,0.0,0.0,0.69,25.0,0.676,0.46,0.31,30.0,195.0,1.1,0.09,0.0,4.0,6.56,0.08,0.97,0.005,0.0,0.037,14.6,0.0,0.77,0.0,85.88,0.31,Side Dish,Generic,True,"Raspberries, puree, with seeds",Generic
167924,Fat Free Devil's Food Cookie Cakes,Baked Products,30.0,74.25,0.0,0.0,0.168,305.0,0.427,0.0,1.6,0.0,0.0,2.78,25.0,0.0,1.345,0.057,71.0,111.0,5.0,0.171,0.0017,174.0,43.38,0.087,1.09,0.0,7.000000000000001e-05,0.021,0.1,0.0,0.0,0.0,17.65,0.46,Snack,Generic,True,"Nabisco, Nabisco Snackwell's Fat Free Devil's Food Cookie Cakes",Western
167925,Cheese Crackers,Baked Products,89.0,58.76,6.0,27.5,0.242,490.0,4.81,0.0,1.9,0.0,0.128,2.13,28.0,0.497,3.478,0.855,288.0,295.0,8.92,0.457,0.01,878.0,12.33,0.508,24.41,0.011,0.0008,0.114,2.6,0.0,1.99,0.0205,4.81,0.57,Snack,Generic,True,"Crackers, cheese, sandwich-type with cheese filling",Generic
167926,Frozen Buttermilk Pancakes,Baked Products,72.0,43.33,0.0,28.1,0.035,239.0,0.855,0.0,2.5,0.0,0.086,1.64,16.0,0.141,3.345,0.177,350.0,122.0,5.88,0.335,0.0074,566.0,7.06,0.363,4.73,0.216,0.0,0.278,0.0,0.0,0.38,0.0074,43.8,0.44,Main Course,Generic,True,"Pancakes, plain, frozen, ready-to-heat, microwave (includes buttermilk)",Western
